1D 32 -512,000000 32256,000000	[nbin xmin xmax]
"X"	"Function_0"
0,000000	3,987261
1024,000000	5,922175
2048,000000	8,468906
3072,000000	11,463281
4096,000000	13,995000
5120,000000	16,428047
6144,000000	19,205938
7168,000000	21,679063
8192,000000	24,202734
9216,000000	26,770156
10240,000000	29,200937
11264,000000	32,340078
12288,000000	34,647969
13312,000000	36,941875
14336,000000	39,739688
15360,000000	42,039609
16384,000000	44,254922
17408,000000	47,028984
18432,000000	49,648984
19456,000000	52,105312
20480,000000	54,219922
21504,000000	56,771406
22528,000000	59,626953
23552,000000	62,122031
24576,000000	64,076484
25600,000000	66,564844
26624,000000	69,066250
27648,000000	71,048437
28672,000000	73,662656
29696,000000	75,723281
30720,000000	78,519453
31744,000000	80,405391
