1D 32 -512,000000 32256,000000	[nbin xmin xmax]
"X"	"Function_0"
0,000000	3,829862
1024,000000	5,926663
2048,000000	8,872891
3072,000000	11,579453
4096,000000	13,810937
5120,000000	16,760313
6144,000000	19,183672
7168,000000	22,145000
8192,000000	24,393125
9216,000000	26,969609
10240,000000	29,696562
11264,000000	32,148281
12288,000000	34,486641
13312,000000	36,923047
14336,000000	39,712891
15360,000000	42,041719
16384,000000	44,912500
17408,000000	47,438828
18432,000000	49,817969
19456,000000	52,370703
20480,000000	54,440625
21504,000000	57,004219
22528,000000	59,685938
23552,000000	62,060078
24576,000000	64,363672
25600,000000	67,110313
26624,000000	69,239688
27648,000000	71,072734
28672,000000	73,707344
29696,000000	75,851562
30720,000000	78,815156
31744,000000	80,749297
