1D 32 -512,000000 32256,000000	[nbin xmin xmax]
"X"	"Function_0"
0,000000	3,316486
1024,000000	5,731350
2048,000000	8,470156
3072,000000	10,863125
4096,000000	13,356172
5120,000000	16,071953
6144,000000	18,781719
7168,000000	21,566484
8192,000000	24,009219
9216,000000	26,676719
10240,000000	28,876172
11264,000000	31,325078
12288,000000	33,979922
13312,000000	36,487188
14336,000000	39,241953
15360,000000	41,457891
16384,000000	43,825547
17408,000000	46,560703
18432,000000	49,141875
19456,000000	51,644688
20480,000000	53,846250
21504,000000	56,251875
22528,000000	58,998516
23552,000000	60,883281
24576,000000	63,325000
25600,000000	65,684609
26624,000000	68,294531
27648,000000	70,374531
28672,000000	73,410781
29696,000000	74,686016
30720,000000	77,344063
31744,000000	79,461406
