-0.118810	0.325738	0.121330	0.142379	0.231048	0.231109	0.061071	0.358421	0.052221	0.150912	0.140300	0.078858	0.047449	-0.117435	0.422927	0.075101	-0.137800	-0.042385	0.009688	-0.143789	-0.247662	-0.117476	-0.176219	0.038682	-0.341828	-0.171297	-0.107937	-0.139954	-0.132068	-0.044682	-0.052732	-0.126370	0.113791	0.102660	-0.080383	0.106778	0.013083	0.020946	-0.125702	0.007714	-0.099022	0.153300	0.101661	0.039312	0.087381	0.079700	0.156565	-0.019937	0.295163	-0.151474	0.070149	0.054171	-0.010728	-0.041026	-0.092193	0.105973	-0.012281	0.027936	-0.101274	0.046178	0.032049	-0.005360	-0.002819	0.130716	-0.067977	-0.134190	0.323544	-0.098439	0.111000	-0.052915	0.087498	0.014242	2.402512	83.057063	4.699533	0.349364	0.257008	0.109402	-0.006482	-0.327360	-0.210567	-0.078039	-0.031204	-0.280854	0.030003	-0.232067	0.184933	-0.181376	-0.249845	-0.243966	-0.120096	-0.039988	-0.344464	-0.302709	-0.174366	0.046766	-0.308165	-0.042575	-0.194874	-0.272706	-0.257570	-0.353787	-0.333060	-0.155366	0.034974	-0.210523	-0.278826	-0.129064	-0.177683	-0.087591	-0.283538	-0.022362	-0.306356	-0.161752	-0.267810	-0.123549	-0.121574	-0.240158	-0.290606	-0.093738	-0.156484	-0.230592	-0.014308	-0.181404	-0.308133	-0.202586	-0.446845	-0.492106
-0.147144	0.182519	-0.007903	0.152007	-0.074009	0.065912	0.081688	0.288129	-0.096992	0.127573	0.129948	0.053521	-0.038827	-0.259655	0.292695	0.014799	-0.142158	-0.194595	-0.214450	-0.015280	-0.261011	-0.084870	-0.301456	0.027331	-0.366166	-0.092737	-0.285122	-0.036420	-0.072490	-0.211877	-0.123024	-0.036821	-0.151306	0.027373	-0.158667	-0.067410	0.057676	-0.211184	-0.093097	-0.039601	-0.203280	0.088003	0.191210	0.041947	0.076030	0.024393	0.068291	0.014666	0.070026	-0.066920	-0.036107	-0.055082	-0.030071	0.004566	-0.084563	0.105611	-0.282373	0.047554	-0.119618	0.036825	-0.013268	0.008265	-0.034150	0.141343	-0.025382	0.006307	0.261245	-0.131767	0.079669	0.136533	0.170054	0.176717	5.763789	146.297460	4.819052	0.566784	0.260642	0.117032	-0.152698	-0.177871	-0.082058	-0.234245	-0.182415	-0.017480	-0.170159	-0.228433	0.124631	-0.316603	-0.222235	-0.191381	-0.091487	-0.128262	-0.404765	-0.249125	-0.207695	-0.004545	-0.190645	-0.072907	-0.279152	-0.163178	-0.261928	-0.395108	-0.290465	-0.300583	0.029617	-0.241853	-0.305162	-0.199356	-0.064159	-0.018023	-0.212971	-0.105641	-0.279744	-0.073203	-0.356084	-0.102932	-0.204853	-0.273487	-0.335923	-0.197996	-0.231770	-0.302882	-0.059625	-0.217729	-0.153650	-0.234916	-0.411243	-0.466494
-0.087655	0.213038	0.090547	0.266441	0.188277	0.213313	0.092226	0.258707	0.087372	0.116133	0.243383	0.084039	-0.013304	-0.231134	0.386150	0.125237	-0.024727	-0.020220	-0.069046	-0.006740	-0.165558	-0.042364	-0.269939	0.259648	-0.399584	-0.126155	-0.196662	-0.195712	0.023963	-0.104436	0.094307	-0.067242	0.000091	0.051898	0.003720	0.059013	0.063219	0.007146	0.097261	0.077831	-0.018916	0.261378	0.254695	-0.052410	0.091563	0.045921	0.114794	-0.040730	0.149495	-0.030408	0.104301	0.003408	0.088359	-0.077803	0.036865	0.103162	-0.030076	0.217933	-0.028160	0.220190	0.055212	-0.034144	-0.031604	0.112921	0.066075	-0.097040	0.379675	0.056593	0.267031	0.181038	0.204568	0.308134	1.759342	0.469837	0.147272	0.120779	0.007444	0.084613	-0.006295	-0.157343	-0.141450	0.048022	0.125826	-0.092856	0.052167	-0.121990	0.079225	-0.116254	-0.107801	-0.184839	-0.006023	-0.004837	-0.334287	-0.202623	-0.053300	0.048951	-0.103183	-0.057374	-0.097785	-0.156636	-0.209432	-0.307647	-0.166040	-0.295039	-0.016788	-0.139407	-0.206712	-0.097909	-0.122552	0.023484	-0.214421	-0.062135	-0.232243	-0.149578	-0.236655	-0.118368	-0.107402	-0.202009	-0.096614	0.028326	-0.213240	-0.362274	0.043821	-0.228170	-0.160094	-0.046556	-0.493612	-0.573838
-0.173841	0.149829	-0.038596	0.131304	-0.055751	0.145109	0.008038	0.283410	-0.013799	0.125852	0.082272	0.149702	-0.020569	-0.360277	0.444820	0.018072	-0.117906	-0.095417	-0.083304	-0.081937	-0.246749	-0.064614	-0.238242	0.088547	-0.265990	-0.189364	-0.138992	-0.147033	-0.204081	-0.099713	-0.136734	-0.156425	-0.012168	0.092585	-0.042506	-0.086114	0.000010	-0.216902	-0.174739	-0.008355	-0.185022	0.213154	0.120557	-0.004730	-0.054563	-0.089216	0.122514	-0.007036	0.081291	-0.152558	-0.009857	-0.074786	-0.028796	-0.143010	-0.051319	0.046946	-0.313066	-0.039082	-0.138322	0.046092	-0.072932	-0.059391	-0.254653	0.082679	0.031838	-0.101308	0.184598	-0.061561	0.183842	0.428518	4.862638	146.473697	6.166663	0.544490	0.215932	0.070557	-0.205615	0.053372	0.040386	-0.345427	-0.136727	-0.203000	-0.219101	-0.009211	-0.060992	-0.437947	0.091940	-0.166476	-0.159022	-0.296999	-0.197104	-0.169944	-0.320573	-0.160937	-0.299326	0.057670	-0.280278	0.039257	-0.265889	-0.203861	-0.264649	-0.233993	-0.343135	-0.280326	-0.049028	-0.232586	-0.322868	-0.231048	-0.122824	-0.074690	-0.290617	-0.251218	-0.276471	-0.106893	-0.212951	-0.144614	-0.184597	-0.175308	-0.111871	-0.139778	-0.154571	-0.254654	-0.105302	-0.318352	-0.223303	-0.047827	-0.332046	-0.469214
0.037413	0.254189	0.167662	0.146753	0.008649	0.243476	0.041470	0.308849	0.006645	0.094348	0.061757	0.234082	-0.084041	-0.425747	0.302427	0.067488	-0.140419	-0.264783	-0.159763	-0.017536	-0.199332	-0.112102	-0.181834	0.104995	-0.415376	-0.049040	-0.111554	-0.150564	-0.049771	-0.078270	-0.097309	-0.046071	-0.014701	0.122020	-0.057027	0.011253	0.115360	-0.020633	-0.129320	0.094007	-0.112629	0.224607	0.160981	0.056673	0.099747	0.053106	0.026075	-0.056521	0.166670	-0.066180	0.008589	-0.124272	-0.024336	-0.027660	-0.064841	0.054404	-0.182731	-0.008648	-0.021974	0.041561	0.010450	0.004010	-0.117326	0.162064	-0.110555	-0.021923	0.209038	-0.029129	0.144346	0.085326	4.039925	123.772862	3.723570	0.339160	0.236376	0.051041	-0.211145	-0.133976	-0.029080	-0.239069	-0.139260	-0.079658	-0.072783	-0.032723	-0.065522	-0.343576	0.150347	-0.161017	-0.185530	-0.219611	-0.103733	-0.022626	-0.299130	-0.208425	-0.176984	0.082110	-0.098995	-0.079160	-0.223467	-0.231369	-0.134315	-0.274488	-0.260753	-0.342799	0.067321	-0.194160	-0.274452	-0.116697	-0.101381	-0.105195	-0.154289	-0.132872	-0.228055	-0.111424	-0.280419	-0.204090	-0.213104	-0.197821	-0.192326	-0.117336	-0.144117	-0.278166	-0.017925	-0.404801	-0.139922	0.011578	-0.459454	-0.420798
-0.135261	0.219378	0.155828	0.229824	0.050761	0.255617	0.082582	0.297015	0.054751	0.192404	0.117855	0.110360	-0.042928	-0.247771	0.339543	0.061647	-0.221184	0.009097	-0.076692	-0.081319	-0.259118	-0.112947	-0.273588	0.112142	-0.221416	-0.143791	-0.067445	-0.077484	0.002331	0.058747	-0.118134	-0.095867	0.097341	-0.021682	0.016054	0.043375	0.039589	0.065434	-0.102193	0.042213	-0.047541	0.311674	0.011285	0.175708	0.004996	-0.026660	0.193062	0.021554	0.155835	0.007900	0.075676	-0.005237	-0.055151	-0.075459	-0.048703	0.157454	-0.123636	0.126371	-0.039802	0.093663	0.069544	0.049119	0.035675	0.140240	0.039448	0.043166	0.328073	0.141854	0.288356	0.234331	3.721398	0.495294	0.148300	0.000652	0.025740	-0.016737	-0.108094	-0.147808	0.127917	-0.124030	-0.280964	-0.002581	-0.112589	-0.052550	0.002563	-0.245521	0.245406	-0.173850	-0.154408	-0.086590	-0.040642	-0.076419	-0.314960	-0.269210	-0.198808	0.183163	-0.206733	-0.079006	-0.137399	-0.259187	-0.237058	-0.266342	-0.316544	-0.222765	0.107434	-0.160040	-0.258314	-0.077582	-0.133195	-0.068078	-0.119170	-0.058792	-0.181947	-0.065316	-0.223322	0.018841	-0.126037	-0.251613	-0.120244	0.000700	0.019873	-0.300989	-0.021767	-0.246805	-0.304603	-0.136120	-0.332427	-0.398666
-0.139492	0.329033	-0.044207	0.114704	0.066510	0.216421	-0.029541	0.272804	-0.077352	0.093267	0.179558	0.139095	-0.123083	-0.211043	0.450197	0.127346	-0.030610	-0.028101	-0.099905	-0.089546	-0.200412	-0.145150	-0.176921	0.038980	-0.389483	-0.125045	-0.270477	-0.213583	-0.000902	-0.005424	-0.094393	-0.044154	-0.075722	0.091969	-0.112053	-0.077740	0.061332	-0.069666	-0.033497	0.121898	-0.181642	0.301449	0.130930	-0.032319	-0.035199	-0.028894	0.146873	0.015325	0.285470	-0.106221	0.058458	-0.050427	0.014544	-0.080689	-0.043943	0.153223	-0.165830	0.099162	0.141781	0.046475	0.007371	-0.056011	0.050425	0.061083	0.146106	0.197776	0.259906	0.326434	4.050358	100.947382	79.186697	4.616937	0.633579	0.297120	-0.096373	-0.160829	0.035527	-0.070121	-0.314876	-0.111278	-0.179301	-0.195624	-0.111826	-0.210627	-0.085584	-0.334667	0.144271	-0.278980	-0.196601	-0.183729	-0.123795	-0.046684	-0.420090	-0.297417	-0.146096	-0.042847	-0.278897	-0.150170	-0.183588	-0.169512	-0.217313	-0.368475	-0.345750	-0.333890	-0.014679	-0.195240	-0.245562	-0.111784	-0.190373	-0.109272	-0.158366	-0.226860	-0.228136	-0.039577	-0.362418	-0.136239	-0.213185	-0.304796	-0.263336	-0.123411	-0.169173	-0.442083	-0.082941	-0.425862	-0.226917	-0.074417	-0.423571	-0.411889
-0.176941	0.184691	-0.125612	0.141191	0.046044	0.115037	0.000943	0.319271	0.028056	0.167707	0.059192	0.164584	-0.057635	-0.251489	0.267894	-0.056956	-0.125001	-0.153462	-0.066424	-0.109012	-0.228870	-0.092689	-0.242341	0.087445	-0.422936	-0.093563	-0.189044	-0.109173	0.039572	-0.015900	-0.040933	-0.057627	-0.001282	0.049525	-0.009642	-0.082221	0.104803	-0.075146	-0.108908	0.170363	-0.180129	0.389875	0.146428	0.003159	0.150129	0.055536	0.247286	-0.012133	0.307962	-0.049764	0.111919	0.167869	0.100972	0.016728	0.031495	0.140750	-0.101380	0.202573	0.136300	0.219816	0.116776	0.077369	0.060929	0.351307	0.121645	0.184303	0.346333	0.049225	0.671251	3.424419	0.342055	0.203864	0.051675	0.043888	0.054990	0.072452	-0.019904	0.142180	-0.051625	-0.113762	0.013021	0.038656	-0.081342	-0.147176	0.031813	-0.279208	0.187742	-0.217528	-0.035248	-0.219179	-0.111293	-0.053163	-0.153843	-0.310890	-0.214514	0.101523	-0.102559	-0.103703	-0.173084	-0.166001	-0.210806	-0.227102	-0.246335	-0.284425	0.074746	-0.154767	-0.294998	-0.104277	-0.089960	-0.020847	-0.192818	-0.092480	-0.293557	-0.036066	-0.346920	-0.139722	-0.195689	-0.196390	-0.241844	-0.201819	-0.048780	-0.271740	0.038451	-0.253520	-0.236393	-0.267710	-0.382098	-0.354432
-0.107711	0.142032	0.099462	0.158473	0.036353	0.205245	0.061181	0.162726	-0.079537	0.059114	0.150400	0.208838	-0.063331	-0.171271	0.359101	-0.017696	-0.131696	-0.169148	-0.089103	-0.149673	-0.161638	-0.140343	-0.167118	0.002828	-0.349710	-0.206152	-0.162772	-0.104879	-0.005085	-0.175441	-0.120554	-0.146240	-0.117867	0.088784	-0.095258	-0.043961	0.026180	-0.051871	-0.213504	-0.067101	-0.077933	0.292271	0.189683	0.022439	0.045533	0.096793	-0.001167	-0.154692	0.326242	-0.156358	-0.073597	-0.001663	-0.079549	-0.142814	-0.092083	-0.037773	-0.259923	0.171902	0.281454	0.106228	0.037154	0.002742	-0.127584	0.164792	0.269795	0.030755	0.498480	2.112461	143.861360	7.388753	0.487209	0.270096	0.149875	-0.135634	-0.142514	0.003819	-0.348277	0.115506	-0.001376	-0.261316	-0.113554	-0.277729	-0.125000	-0.186838	-0.322534	-0.314874	0.276951	-0.278169	-0.252732	-0.287812	-0.210895	-0.029888	-0.364334	-0.371530	-0.154276	-0.026051	-0.255108	-0.131376	-0.267691	-0.259609	-0.180537	-0.395635	-0.364918	-0.145266	0.034085	-0.127495	-0.244750	-0.128954	-0.143607	-0.067501	-0.235476	-0.059215	-0.255297	-0.111692	-0.222745	-0.213350	-0.192393	-0.164124	-0.300486	-0.196525	-0.192338	-0.223489	-0.059153	-0.244231	-0.266065	-0.089589	-0.319862	-0.358130
-0.080620	0.187105	0.156523	0.081668	0.086421	0.218350	-0.034605	0.328679	-0.067431	0.090201	0.133535	0.207957	0.047677	-0.128196	0.382196	0.025379	0.007283	-0.082117	-0.054020	-0.019685	-0.270411	-0.110254	-0.316850	0.065883	-0.367574	-0.091149	-0.099717	-0.252613	0.004024	-0.156342	-0.147409	-0.174094	-0.019847	0.036954	-0.020215	-0.102784	0.121203	-0.125679	-0.185414	0.088861	-0.153739	0.294387	0.161829	-0.018402	-0.004299	-0.001990	0.030919	-0.143585	0.480206	0.027576	-0.071481	-0.041505	-0.002508	-0.181657	-0.141915	0.057250	-0.236828	-0.054753	0.347506	-0.013534	0.041268	0.022840	-0.019574	0.143931	0.279903	0.008895	0.331764	1.078613	147.625714	7.373886	0.490324	0.315169	0.091052	-0.043608	-0.172366	-0.156902	-0.453054	0.046693	-0.012248	-0.150308	-0.253296	-0.273615	-0.152854	-0.198708	-0.178560	-0.270800	0.317029	-0.414914	-0.259607	-0.139842	-0.128859	-0.023776	-0.346234	-0.179604	-0.069243	-0.023935	-0.278966	-0.119270	-0.218622	-0.181569	-0.213386	-0.356556	-0.319845	-0.359933	0.006231	-0.228276	-0.325551	-0.144820	-0.176456	-0.085365	-0.155438	-0.126030	-0.209225	-0.046639	-0.262587	-0.109335	-0.191276	-0.173996	-0.267401	-0.120483	-0.232180	-0.311283	-0.032062	-0.195162	-0.134079	-0.114446	-0.291772	-0.340030
