1D 255 -512,000000 260608,000000	[nbin xmin xmax]
"X"	"Function_0"
0,000000	1,565691
1024,000000	4,047714
2048,000000	7,649844
3072,000000	10,704219
4096,000000	14,008203
5120,000000	17,772734
6144,000000	20,752422
7168,000000	24,469922
8192,000000	27,716094
9216,000000	30,785703
10240,000000	34,862266
11264,000000	38,138281
12288,000000	41,400937
13312,000000	44,995859
14336,000000	48,272500
15360,000000	51,300547
16384,000000	54,610625
17408,000000	57,972031
18432,000000	60,897969
19456,000000	64,485547
20480,000000	67,536016
21504,000000	70,490703
22528,000000	74,276016
23552,000000	76,624609
24576,000000	80,283672
25600,000000	83,305859
26624,000000	86,457266
27648,000000	89,257031
28672,000000	92,506797
29696,000000	95,373906
30720,000000	98,550078
31744,000000	101,327656
32768,000000	104,297422
33792,000000	107,438203
34816,000000	110,242813
35840,000000	113,080000
36864,000000	116,188906
37888,000000	118,111953
38912,000000	121,239688
39936,000000	123,782266
40960,000000	126,526016
41984,000000	129,098359
43008,000000	131,678906
44032,000000	134,460078
45056,000000	137,187500
46080,000000	139,384453
47104,000000	141,891016
48128,000000	144,279375
49152,000000	146,965000
50176,000000	149,336641
51200,000000	151,251953
52224,000000	154,104375
53248,000000	156,075625
54272,000000	158,255781
55296,000000	160,991641
56320,000000	162,814375
57344,000000	165,038828
58368,000000	167,241797
59392,000000	169,702734
60416,000000	171,554609
61440,000000	173,607422
62464,000000	175,411250
63488,000000	177,724844
64512,000000	179,660781
65536,000000	181,951484
66560,000000	183,720469
67584,000000	185,752500
68608,000000	187,900156
69632,000000	189,609609
70656,000000	191,370234
71680,000000	193,098281
72704,000000	195,083906
73728,000000	196,626406
74752,000000	198,272344
75776,000000	200,188516
76800,000000	201,474141
77824,000000	203,201016
78848,000000	204,640938
79872,000000	206,304688
80896,000000	207,780391
81920,000000	209,294062
82944,000000	210,567578
83968,000000	212,035859
84992,000000	213,509453
86016,000000	214,956562
87040,000000	216,654453
88064,000000	218,007734
89088,000000	219,277344
90112,000000	220,456250
91136,000000	221,781719
92160,000000	223,149766
93184,000000	224,211641
94208,000000	225,441875
95232,000000	226,583516
96256,000000	227,718750
97280,000000	228,848984
98304,000000	230,190859
99328,000000	231,156797
100352,000000	232,278672
101376,000000	233,282656
102400,000000	234,378047
103424,000000	235,243047
104448,000000	236,257187
105472,000000	237,086016
106496,000000	238,101172
107520,000000	239,058516
108544,000000	239,771953
109568,000000	240,648984
110592,000000	241,502344
111616,000000	242,451484
112640,000000	243,159453
113664,000000	244,039062
114688,000000	244,703438
115712,000000	245,468906
116736,000000	246,215391
117760,000000	246,948047
118784,000000	247,678047
119808,000000	248,620313
120832,000000	249,197734
121856,000000	249,835391
122880,000000	250,644062
123904,000000	251,257969
124928,000000	251,826328
125952,000000	252,198359
126976,000000	252,922344
128000,000000	253,457500
129024,000000	254,227656
130048,000000	254,576953
131072,000000	255,123437
132096,000000	255,484609
133120,000000	255,955625
134144,000000	256,460625
135168,000000	256,974141
136192,000000	257,391797
137216,000000	257,882656
138240,000000	258,330625
139264,000000	258,787578
140288,000000	259,098906
141312,000000	259,449453
142336,000000	259,872031
143360,000000	260,376328
144384,000000	260,726719
145408,000000	261,097656
146432,000000	261,344297
147456,000000	261,618203
148480,000000	262,009922
149504,000000	262,456484
150528,000000	262,814766
151552,000000	263,117031
152576,000000	263,390937
153600,000000	263,735156
154624,000000	264,092578
155648,000000	264,393672
156672,000000	264,654922
157696,000000	265,026562
158720,000000	265,244609
159744,000000	265,516406
160768,000000	265,728906
161792,000000	265,983203
162816,000000	266,277344
163840,000000	266,459453
164864,000000	266,686641
165888,000000	266,871797
166912,000000	266,961172
167936,000000	267,195156
168960,000000	267,266641
169984,000000	267,534062
171008,000000	267,709453
172032,000000	267,879375
173056,000000	267,874687
174080,000000	268,297500
175104,000000	268,235078
176128,000000	268,558750
177152,000000	268,561328
178176,000000	268,713516
179200,000000	268,866797
180224,000000	269,058047
181248,000000	269,165156
182272,000000	269,296016
183296,000000	269,399375
184320,000000	269,461250
185344,000000	269,610391
186368,000000	269,603359
187392,000000	269,860391
188416,000000	269,901875
189440,000000	270,075625
190464,000000	270,170156
191488,000000	270,130938
192512,000000	270,261484
193536,000000	270,453984
194560,000000	270,466172
195584,000000	270,515469
196608,000000	270,439844
197632,000000	270,663047
198656,000000	270,620625
199680,000000	270,742031
200704,000000	270,832266
201728,000000	270,855234
202752,000000	270,965312
203776,000000	270,968672
204800,000000	271,121797
205824,000000	271,202109
206848,000000	271,199375
207872,000000	271,151719
208896,000000	271,415859
209920,000000	271,345781
210944,000000	271,364922
211968,000000	271,421406
212992,000000	271,477969
214016,000000	271,525156
215040,000000	271,637266
216064,000000	271,576250
217088,000000	271,627500
218112,000000	271,459531
219136,000000	271,363672
220160,000000	271,288516
221184,000000	271,290781
222208,000000	271,421641
223232,000000	271,420156
224256,000000	271,411563
225280,000000	271,438594
226304,000000	271,502500
227328,000000	271,518750
228352,000000	271,481953
229376,000000	271,661797
230400,000000	271,619609
231424,000000	271,615547
232448,000000	271,647266
233472,000000	271,709687
234496,000000	271,727891
235520,000000	271,737031
236544,000000	271,762266
237568,000000	271,833984
238592,000000	271,721328
239616,000000	271,741328
240640,000000	271,718984
241664,000000	271,777656
242688,000000	271,620234
243712,000000	271,709766
244736,000000	271,778906
245760,000000	271,895391
246784,000000	271,732344
247808,000000	271,789141
248832,000000	271,764688
249856,000000	271,786328
250880,000000	271,853906
251904,000000	271,788125
252928,000000	271,743750
253952,000000	271,730469
254976,000000	271,672656
256000,000000	271,704687
257024,000000	271,676953
258048,000000	271,751875
259072,000000	271,737109
260096,000000	271,630000
