1D 255 -512,000000 260608,000000	[nbin xmin xmax]
"X"	"Function_0"
0,000000	1,891186
1024,000000	3,842975
2048,000000	7,594375
3072,000000	10,749688
4096,000000	14,310859
5120,000000	17,807656
6144,000000	21,089609
7168,000000	24,906250
8192,000000	28,031641
9216,000000	31,460313
10240,000000	35,415781
11264,000000	38,573438
12288,000000	42,004453
13312,000000	44,986484
14336,000000	48,546016
15360,000000	51,940703
16384,000000	55,248828
17408,000000	58,370547
18432,000000	61,909844
19456,000000	65,057969
20480,000000	68,325859
21504,000000	71,569531
22528,000000	74,648984
23552,000000	77,812891
24576,000000	80,822734
25600,000000	84,134297
26624,000000	87,151172
27648,000000	90,028906
28672,000000	93,145547
29696,000000	96,386953
30720,000000	99,395391
31744,000000	102,310781
32768,000000	105,632734
33792,000000	108,185000
34816,000000	111,058047
35840,000000	113,959531
36864,000000	116,743516
37888,000000	119,496953
38912,000000	122,674453
39936,000000	124,761094
40960,000000	127,421562
41984,000000	130,168672
43008,000000	133,023984
44032,000000	135,597422
45056,000000	138,094297
46080,000000	140,868984
47104,000000	143,606953
48128,000000	145,695078
49152,000000	148,307500
50176,000000	150,655781
51200,000000	152,862891
52224,000000	155,521797
53248,000000	157,750078
54272,000000	160,125234
55296,000000	162,394219
56320,000000	164,556641
57344,000000	166,563359
58368,000000	168,996641
59392,000000	170,874609
60416,000000	172,868438
61440,000000	175,139609
62464,000000	177,263438
63488,000000	179,526484
64512,000000	181,251172
65536,000000	183,736250
66560,000000	185,263672
67584,000000	187,677812
68608,000000	189,435469
69632,000000	191,046719
70656,000000	192,925234
71680,000000	194,543125
72704,000000	196,736328
73728,000000	198,124219
74752,000000	199,956094
75776,000000	201,482578
76800,000000	203,083828
77824,000000	204,567578
78848,000000	206,101172
79872,000000	207,688359
80896,000000	209,294531
81920,000000	210,720937
82944,000000	212,107188
83968,000000	213,758594
84992,000000	215,168750
86016,000000	216,738672
87040,000000	217,870469
88064,000000	219,053984
89088,000000	220,603594
90112,000000	221,917812
91136,000000	223,078594
92160,000000	224,276172
93184,000000	225,395625
94208,000000	226,539766
95232,000000	227,861016
96256,000000	228,955703
97280,000000	230,109531
98304,000000	231,352656
99328,000000	232,225078
100352,000000	233,392734
101376,000000	234,274766
102400,000000	235,245234
103424,000000	236,211328
104448,000000	237,113516
105472,000000	238,077969
106496,000000	238,703828
107520,000000	239,810469
108544,000000	240,676953
109568,000000	241,781563
110592,000000	242,345078
111616,000000	243,131172
112640,000000	243,876094
113664,000000	244,568750
114688,000000	245,375625
115712,000000	246,134531
116736,000000	246,933359
117760,000000	247,715859
118784,000000	248,326250
119808,000000	248,898984
120832,000000	249,668672
121856,000000	250,230938
122880,000000	250,916328
123904,000000	251,400781
124928,000000	251,995000
125952,000000	252,582891
126976,000000	253,106172
128000,000000	253,726562
129024,000000	254,240938
130048,000000	254,637500
131072,000000	255,299375
132096,000000	255,578672
133120,000000	255,998047
134144,000000	256,440313
