1D 255 -512,000000 260608,000000	[nbin xmin xmax]
"X"	"Function_0"
0,000000	1,811911
1024,000000	3,954836
2048,000000	7,474922
3072,000000	10,956250
4096,000000	14,780234
5120,000000	17,897266
6144,000000	21,570078
7168,000000	24,771094
8192,000000	28,146797
9216,000000	31,553047
10240,000000	35,161328
11264,000000	38,806484
12288,000000	42,040469
13312,000000	45,207422
14336,000000	48,777656
15360,000000	52,202500
16384,000000	55,263281
17408,000000	58,637813
18432,000000	61,978516
19456,000000	65,336563
20480,000000	68,475781
21504,000000	71,659375
22528,000000	75,073281
23552,000000	77,885156
24576,000000	81,301953
25600,000000	84,339375
26624,000000	86,998516
27648,000000	90,479453
28672,000000	93,689922
29696,000000	96,466641
30720,000000	98,804531
31744,000000	102,305625
32768,000000	105,971797
33792,000000	108,724219
34816,000000	111,115625
35840,000000	113,978750
36864,000000	117,013203
37888,000000	119,503828
38912,000000	122,483984
39936,000000	125,030234
40960,000000	127,724531
41984,000000	130,267578
43008,000000	133,216719
44032,000000	135,582813
45056,000000	137,972656
46080,000000	140,679609
47104,000000	143,182891
48128,000000	145,805234
49152,000000	148,225781
50176,000000	150,540781
51200,000000	152,952031
52224,000000	155,518438
53248,000000	157,604609
54272,000000	159,842344
55296,000000	162,173594
56320,000000	164,329531
57344,000000	166,645625
58368,000000	168,423672
59392,000000	170,786094
60416,000000	173,176406
61440,000000	175,146406
62464,000000	177,146016
63488,000000	179,222656
64512,000000	181,060859
65536,000000	183,605234
66560,000000	185,367812
67584,000000	187,588828
68608,000000	189,175469
69632,000000	190,986172
70656,000000	192,938828
71680,000000	194,661641
72704,000000	196,338047
73728,000000	198,060156
74752,000000	199,710938
75776,000000	201,155547
76800,000000	202,829766
77824,000000	204,493906
78848,000000	206,197891
79872,000000	207,677812
80896,000000	209,337266
81920,000000	210,927344
82944,000000	212,186094
83968,000000	213,714687
84992,000000	214,975859
86016,000000	216,454688
87040,000000	217,889844
88064,000000	219,153750
89088,000000	220,554062
90112,000000	221,657813
91136,000000	222,839687
92160,000000	224,523359
93184,000000	225,449297
94208,000000	226,656641
95232,000000	227,848047
96256,000000	228,877109
97280,000000	229,819687
98304,000000	231,217031
99328,000000	232,115703
100352,000000	233,281250
101376,000000	234,388906
102400,000000	235,254687
103424,000000	236,266250
104448,000000	237,121406
105472,000000	238,126563
106496,000000	239,017188
107520,000000	239,922188
108544,000000	240,914531
109568,000000	241,559922
110592,000000	242,346641
111616,000000	243,309766
112640,000000	244,142422
113664,000000	244,832656
114688,000000	245,657891
115712,000000	246,258516
116736,000000	247,087969
117760,000000	247,826406
118784,000000	248,495391
119808,000000	249,133438
120832,000000	249,737500
121856,000000	250,288047
122880,000000	250,983828
123904,000000	251,473281
124928,000000	252,259844
125952,000000	252,780234
126976,000000	253,415312
128000,000000	254,056719
129024,000000	254,584844
130048,000000	255,003125
131072,000000	255,584844
132096,000000	256,119062
133120,000000	256,320938
134144,000000	256,827266
135168,000000	257,371719
136192,000000	257,750781
137216,000000	258,303750
138240,000000	258,642813
