#lambda/nm	C1
208.295	580
208.67	509.8
209.045	468.8
209.419	470.8
209.794	583.6
210.169	573.6
210.544	660.4
210.919	590.4
211.295	569.6
211.67	584.2
212.045	584.6
212.421	578.4
212.796	601.8
213.172	576.4
213.547	578
213.923	571.4
214.299	578.4
214.675	585
215.051	582
215.427	578.4
215.803	595.4
216.179	576
216.555	576.6
216.932	590.6
217.308	580.6
217.684	576.6
218.061	581.6
218.438	581
218.814	575
219.191	583.2
219.568	572
219.945	574.6
220.322	582.6
220.699	578.4
221.076	587
221.453	575.6
221.83	577.6
222.208	578
222.585	574.6
222.962	577.8
223.34	578
223.717	580.6
224.095	573.2
224.473	581.6
224.851	578.4
225.229	570.8
225.607	579.8
225.985	569.4
226.363	573.8
226.741	576.2
227.119	572.8
227.497	592.6
227.876	571.4
228.254	584
228.633	581.6
229.011	580.6
229.39	579.6
229.769	577.2
230.148	577.2
230.527	591.8
230.905	577.8
231.284	576.4
231.664	574
232.043	583.4
232.422	585.2
232.801	580.6
233.181	583.2
233.56	573.6
233.94	579.8
234.319	563.6
234.699	574.8
235.079	605.4
235.458	603.8
235.838	586.4
236.218	574.4
236.598	568.2
236.978	561.6
237.358	569
237.738	562.6
238.119	580.8
238.499	561
238.88	577
239.26	586.6
239.641	566.2
240.021	570
240.402	573.6
240.783	565.8
241.163	571.6
241.544	580.8
241.925	572.2
242.306	583.6
242.687	576.8
243.069	571.8
243.45	580.2
243.831	572
244.212	569
244.594	603.4
244.975	578.6
245.357	577
245.739	575.2
246.12	572.8
246.502	585.2
246.884	574.8
247.266	572.6
247.648	575.2
248.03	589.6
248.412	576
248.794	575.6
249.176	574.2
249.559	579.4
249.941	563.2
250.323	564.8
250.706	565.8
251.089	571.8
251.471	580.2
251.854	579.2
252.237	569.6
252.62	577.2
253.002	572.6
253.385	570.4
253.769	587
254.152	579
254.535	587.6
254.918	566.2
255.301	575.8
255.685	569.2
256.068	569
256.452	589.6
256.835	580.6
257.219	579.6
257.603	590.6
257.986	566.2
258.37	576
258.754	561.2
259.138	576.2
259.522	578.2
259.906	569.8
260.29	575.2
260.675	571.6
261.059	577.2
261.443	570.6
261.828	579.6
262.212	570.8
262.597	571.8
262.981	566
263.366	575.8
263.751	580.4
264.136	571.6
264.521	569.8
264.906	568.6
265.291	574.4
265.676	574
266.061	582.2
266.446	587.8
266.831	572.8
267.217	588.6
267.602	575.2
267.987	580.2
268.373	569
268.759	587.8
269.144	578.2
269.53	581.4
269.916	570.2
270.302	579.6
270.688	580.6
271.074	577.6
271.46	585.4
271.846	593.2
272.232	574
272.618	566.4
273.004	573
273.391	583.4
273.777	582.4
274.164	582.2
274.55	580.4
274.937	575.2
275.324	577.6
275.71	580.4
276.097	585.4
276.484	565.8
276.871	576
277.258	587.6
277.645	562.2
278.032	574.2
278.419	576.8
278.807	580.2
279.194	567.2
279.581	573.2
279.969	576.2
280.356	574.8
280.744	583.4
281.131	589.6
281.519	575.4
281.907	566.4
282.295	573
282.682	583.8
283.07	577.2
283.458	580.6
283.846	574.8
284.235	581.4
284.623	577.6
285.011	564.6
285.399	575.6
285.788	582.6
286.176	564
286.565	580.6
286.953	577.4
287.342	573
287.731	575.2
288.119	576.4
288.508	565.2
288.897	573.4
289.286	562
289.675	569.4
290.064	579.8
290.453	570.8
290.821	580.4
291.21	589.2
291.599	576.4
291.989	576
292.378	579.8
292.768	590
293.157	583
293.547	582.8
293.936	571.8
294.326	571.8
294.716	579.4
295.106	576.8
295.496	576
295.886	582.4
296.276	574.6
296.666	571.6
297.056	566.4
297.446	560.6
297.836	587
298.227	573.6
298.617	580.2
299.008	587.2
299.398	572.2
299.789	569
300.179	575.2
300.57	586.4
300.961	576.4
301.352	570.4
301.742	578.6
302.133	577.8
302.524	576.2
302.915	574.4
303.307	561.8
303.698	582.8
304.089	569.6
304.48	579.6
304.872	574.6
305.263	575
305.655	561.6
306.046	582.4
306.438	573.6
306.829	569
307.221	579
307.613	575.6
308.005	581.6
308.397	581.4
308.789	594.8
309.181	598.6
309.573	584.2
309.965	589
310.357	575.4
310.749	585.6
311.142	573.8
311.534	571.6
311.926	576.4
312.319	582
312.711	575
313.104	590.2
313.497	580.4
313.889	607.4
314.282	585.8
314.675	592.4
315.068	578.6
315.461	577.4
315.854	600.6
316.247	578.4
316.64	573.6
317.033	580.8
317.405	586
317.798	572.8
318.192	574.6
318.585	573.2
318.979	580.4
319.372	576.4
319.766	574.2
320.16	580
320.553	589.8
320.947	593.2
321.341	569.2
321.735	586.2
322.129	561.2
322.523	598.6
322.917	574
323.311	574.4
323.705	578.6
324.099	572.6
324.494	596.2
324.888	579.6
