#lambda/nm	C1
208.295	576
208.67	513.4
209.045	469.6
209.419	471.4
209.794	588.2
210.169	579.8
210.544	661.2
210.919	589.8
211.295	571
211.67	577.8
212.045	576.2
212.421	569.4
212.796	608.8
213.172	579.2
213.547	572.8
213.923	582
214.299	573.8
214.675	577.8
215.051	589.2
215.427	589.8
215.803	588.4
216.179	580.8
216.555	577.4
216.932	588
217.308	578.2
217.684	573.6
218.061	585.4
218.438	583.2
218.814	577.2
219.191	579.8
219.568	579.2
219.945	571
220.322	584.8
220.699	584.6
221.076	580.4
221.453	581.2
221.83	574.2
222.208	574.4
222.585	576.6
222.962	577
223.34	582
223.717	578.8
224.095	576.2
224.473	579
224.851	578
225.229	573.8
225.607	586.8
225.985	566.2
226.363	579.2
226.741	572
227.119	578.6
227.497	583.6
227.876	558.2
228.254	579
228.633	573.6
229.011	577
229.39	572.4
229.769	575.2
230.148	576
230.527	587.2
230.905	571.2
231.284	575.4
231.664	569.8
232.043	582.4
232.422	570.8
232.801	574
233.181	584.8
233.56	570.6
233.94	574.8
234.319	562.8
234.699	569.2
235.079	604.4
235.458	604.2
235.838	583
236.218	570.4
236.598	561.2
236.978	573.2
237.358	576.6
237.738	568.8
238.119	579.2
238.499	564.4
238.88	577
239.26	583.4
239.641	564.8
240.021	571.8
240.402	570.2
240.783	574
241.163	577.8
241.544	577
241.925	569.8
242.306	580.2
242.687	575
243.069	574.2
243.45	573
243.831	564
244.212	571.8
244.594	600.2
244.975	576.4
245.357	579
245.739	566
246.12	575.4
246.502	577.8
246.884	571.6
247.266	578.2
247.648	572.6
248.03	587
248.412	576
248.794	576.6
249.176	571
249.559	584.6
249.941	565.2
250.323	572.6
250.706	568.6
251.089	569.4
251.471	579.4
251.854	572.6
252.237	585.8
252.62	577.6
253.002	574
253.385	573.8
253.769	588.8
254.152	573.6
254.535	579.4
254.918	576.6
255.301	575.4
255.685	577.6
256.068	569
256.452	598.8
256.835	578.8
257.219	586.8
257.603	582.2
257.986	572.4
258.37	587
258.754	563.8
259.138	569.8
259.522	585.8
259.906	576.4
260.29	577.6
260.675	579
261.059	579.4
261.443	569.6
261.828	582.2
262.212	579.6
262.597	566.4
262.981	571.4
263.366	572
263.751	577
264.136	573
264.521	578.8
264.906	573.4
265.291	587.8
265.676	568.8
266.061	582.8
266.446	588.4
266.831	575.2
267.217	590.6
267.602	580.8
267.987	579
268.373	576
268.759	579
269.144	585.6
269.53	576.4
269.916	575.6
270.302	577.4
270.688	582.2
271.074	581
271.46	586.6
271.846	603.8
272.232	586.6
272.618	569.6
273.004	577.8
273.391	581.4
273.777	585.2
274.164	581.6
274.55	582.2
274.937	587
275.324	576.6
275.71	577.4
276.097	573.8
276.484	580
276.871	576.4
277.258	587.2
277.645	576.4
278.032	570.6
278.419	575.2
278.807	578.6
279.194	570.8
279.581	568
279.969	584.6
280.356	580
280.744	572.8
281.131	593.2
281.519	584.6
281.907	581.8
282.295	563.8
282.682	578.6
283.07	579.4
283.458	579.8
283.846	575.6
284.235	590
284.623	577
285.011	562.8
285.399	576
285.788	578.8
286.176	565.2
286.565	578.8
286.953	568.4
287.342	577.6
287.731	567.2
288.119	570.6
288.508	572
288.897	578
289.286	567.2
289.675	573.8
290.064	586.8
290.453	572
290.821	570.4
291.21	591.2
291.599	574.4
291.989	582
292.378	583
292.768	589.8
293.157	583.6
293.547	586.6
293.936	570.6
294.326	571.6
294.716	578.8
295.106	579.2
295.496	573.4
295.886	583
296.276	572
296.666	573.4
297.056	576.6
297.446	565.2
297.836	584.6
298.227	575.4
298.617	574.2
299.008	592.2
299.398	571.8
299.789	570.2
300.179	576.8
300.57	584.4
300.961	580.6
301.352	578.6
301.742	579
302.133	573
302.524	573.4
302.915	578.8
303.307	572.8
303.698	582.2
304.089	580.6
304.48	580
304.872	585.4
305.263	578.6
305.655	575.2
306.046	576
306.438	584.4
306.829	576
307.221	589.8
307.613	584
308.005	590.8
308.397	578.4
308.789	595.6
309.181	598.2
309.573	583.4
309.965	589.4
310.357	575.6
310.749	590.4
311.142	575.2
311.534	572
311.926	577.2
312.319	578.6
312.711	575.6
313.104	582.2
313.497	579.4
313.889	611.4
314.282	585.6
314.675	587.6
315.068	574.6
315.461	582.4
315.854	597.2
316.247	578.6
316.64	578.4
317.033	571.4
317.405	588.6
317.798	577.4
318.192	578
318.585	569
318.979	579.6
319.372	572.4
319.766	571.6
320.16	589.8
320.553	582
320.947	591
321.341	577
321.735	578
322.129	573.4
322.523	602.4
322.917	565.6
323.311	583.2
323.705	582.6
324.099	581
324.494	595
324.888	577.4
325.282	582.4
325.677	587.6
326.071	580
326.466	587.4
326.861	584.8
327.255	581.6
327.65	583.4
328.045	586
328.44	573.6
328.835	576
329.23	576.4
329.625	592.2
330.02	568.8
330.415	585.6
330.81	573.4
331.206	575.8
331.601	565.6
331.996	573
332.37	590
332.766	564.6
333.161	595.2
333.557	573.6
333.953	572.6
334.348	781.8
334.744	575.4
335.14	568.4
335.536	568
335.932	577.2
336.328	578.2
336.724	579.2
337.12	582.6
337.516	573.4
337.913	571
338.309	585.2
338.705	572.8
339.102	576.4
339.498	576.4
339.895	582
340.291	568.4
340.688	577.6
341.085	568.8
341.481	565
341.878	571.4
342.275	581.6
342.672	562
343.069	568.6
343.466	561.8
343.842	578.8
344.239	564.4
344.636	574
345.033	561.4
345.431	570.8
345.828	573
346.225	575.2
346.623	592.8
347.02	571.8
347.418	583.2
347.816	584
348.213	572.2
348.611	578.6
349.009	572.8
349.407	582.4
349.805	567.6
350.203	570.2
350.601	582.6
350.999	569
351.397	618.8
351.795	578
352.193	582
352.57	587.4
352.969	581
353.367	567.4
353.766	570.2
354.164	571.4
354.563	584.4
354.961	577.6
355.36	569
355.759	579.4
356.158	566.2
356.557	569.8
356.956	560.6
357.355	569.8
357.754	576.4
358.153	575.6
358.552	591.2
358.951	570
359.35	579.6
359.75	566.6
360.149	572.2
360.527	564
360.926	565.6
361.326	569
361.726	569.4
362.125	573.8
362.525	571.2
362.925	570.6
363.325	572
363.724	567.6
364.124	561.2
364.524	569.8
364.924	575.4
365.324	580
365.725	559.4
366.125	575
366.525	564.8
366.904	574.4
367.304	557.8
367.705	583.6
368.105	586
368.506	575.6
368.906	578.8
369.307	575.2
369.708	577.8
370.108	563.4
370.509	584
370.91	566.4
371.311	570.6
371.712	579.6
372.113	562.8
372.514	566.4
372.894	573.2
373.295	564.8
373.696	576.4
374.097	571.4
374.499	590.4
374.9	574.4
375.301	572.8
375.703	579.8
376.105	571.4
376.506	572.6
376.908	576.2
377.309	574.4
377.711	573.6
378.113	566.2
378.493	571.2
378.895	563.2
379.297	582.2
379.699	564.2
380.102	574.6
380.504	567.4
380.906	567.8
381.308	594.8
381.71	566.6
382.113	578.6
382.515	574.6
382.918	564.8
383.299	566
383.701	574
384.104	567.8
384.507	558
384.909	570
385.312	562.4
385.715	560.2
386.118	562.6
386.521	558.8
386.924	576.4
387.327	564.2
387.709	558.8
388.112	557.4
388.515	562
388.918	562.4
389.322	570.6
389.725	558.4
390.129	579.4
390.532	573.8
390.936	565.2
391.339	561.4
391.743	574.4
392.125	566
392.529	573.8
392.933	576.2
393.337	571
393.74	567
394.144	566.8
394.548	562.4
394.953	558.8
395.357	574.6
395.761	564.4
396.144	571.4
396.548	565.2
396.952	569.4
397.357	570.8
397.761	564.2
398.166	566.4
398.57	562.6
398.975	564.4
399.379	571.8
399.763	601.6
400.168	563.8
