#lambda/nm	C1
208.295	534.6
208.67	483.6
209.045	448
209.419	445
209.794	603.4
210.169	595
210.544	712.8
210.919	618.2
211.295	596.2
211.67	604.6
212.045	609
212.421	599
212.796	639.4
213.172	601.6
213.547	606.8
213.923	606.8
214.299	607.2
214.675	610.2
215.051	604.4
215.427	617.8
215.803	623.8
216.179	616.4
216.555	606.2
216.932	620.8
217.308	608.4
217.684	606.2
218.061	614
218.438	610.2
218.814	605
219.191	616.6
219.568	601.4
219.945	602.8
220.322	612
220.699	614.4
221.076	611.4
221.453	608.6
221.83	603.8
222.208	605.6
222.585	606.6
222.962	611.6
223.34	607.8
223.717	603.2
224.095	604.6
224.473	608
224.851	600.8
225.229	600.8
225.607	622
225.985	600.4
226.363	609.8
226.741	616.2
227.119	611.8
227.497	618.2
227.876	597.2
228.254	616.8
228.633	616.4
229.011	610.4
229.39	612.4
229.769	620
230.148	610.6
230.527	626.4
230.905	606.4
231.284	607.2
231.664	606
232.043	622.6
232.422	616.8
232.801	603.2
233.181	614.4
233.56	607.2
233.94	603.6
234.319	593.2
234.699	597
235.079	639.6
235.458	639
235.838	618.6
236.218	598.2
236.598	593.2
236.978	592.6
237.358	601.2
237.738	600.6
238.119	610.8
238.499	592.4
238.88	600.2
239.26	619.2
239.641	594.4
240.021	609.2
240.402	599.8
240.783	601.6
241.163	598.6
241.544	607.8
241.925	602.6
242.306	620
242.687	606
243.069	612.2
243.45	608.4
243.831	601.2
244.212	599.6
244.594	635.2
244.975	609.6
245.357	604
245.739	592.6
246.12	608.2
246.502	622.2
246.884	604.8
247.266	604
247.648	609.6
248.03	624
248.412	609
248.794	609
249.176	604
249.559	610.4
249.941	598.2
250.323	596.8
250.706	602.2
251.089	613.6
251.471	615.2
251.854	601.8
252.237	610.8
252.62	615.8
253.002	608.8
253.385	601.6
253.769	612.2
254.152	607.8
254.535	607.6
254.918	604.6
255.301	603.2
255.685	603.4
256.068	600
256.452	640.2
256.835	614.8
257.219	620
257.603	622.6
257.986	605.4
258.37	609.4
258.754	598.4
259.138	611.2
259.522	613.6
259.906	606.6
260.29	609
260.675	609.4
261.059	603.6
261.443	591.2
261.828	607.6
262.212	615
262.597	590.4
262.981	595.6
263.366	611.4
263.751	600.6
264.136	603.4
264.521	598.2
264.906	591.8
265.291	612.6
265.676	591.2
266.061	614.4
266.446	621
266.831	606.4
267.217	620.2
267.602	613.2
267.987	604.8
268.373	603.6
268.759	607
269.144	611.8
269.53	598.2
269.916	599.8
270.302	599
270.688	607
271.074	607.2
271.46	608
271.846	637.6
272.232	606.2
272.618	605.2
273.004	600
273.391	615.8
273.777	616.6
274.164	615.8
274.55	617.2
274.937	611.2
275.324	601.2
275.71	608.4
276.097	601
276.484	598.6
276.871	607
277.258	611.6
277.645	600.6
278.032	607.6
278.419	600.6
278.807	609.2
279.194	602.6
279.581	601
279.969	606.6
280.356	606.4
280.744	601.2
281.131	633.4
281.519	621.4
281.907	604.2
282.295	594.4
282.682	617.2
283.07	612.8
283.458	612.2
283.846	612.2
284.235	618
284.623	619.6
285.011	605.2
285.399	610
285.788	605.8
286.176	589.6
286.565	622.6
286.953	607.8
287.342	609.6
287.731	599
288.119	595.2
288.508	608.6
288.897	599.4
289.286	600.8
289.675	610.2
290.064	626
290.453	606
290.821	608.6
291.21	617.6
291.599	600
291.989	611.2
292.378	616.8
292.768	623.2
293.157	614.8
293.547	613
293.936	605.4
294.326	600.2
294.716	606
295.106	604.6
295.496	614.6
295.886	612.6
296.276	600.4
296.666	600.2
297.056	609
297.446	599.8
297.836	622.4
298.227	611
298.617	608.6
299.008	626.4
299.398	611.4
299.789	605
300.179	602.8
300.57	621
300.961	606.6
301.352	603.8
301.742	613.6
302.133	609.8
302.524	609.2
302.915	615.8
303.307	596
303.698	617.8
304.089	620
304.48	611.6
304.872	608.6
305.263	606.4
305.655	600.4
306.046	614.6
306.438	617.2
306.829	592.8
307.221	626
307.613	614.6
308.005	625.2
308.397	619
308.789	631.6
309.181	631.8
309.573	619.8
309.965	628.4
310.357	607.8
310.749	620.2
311.142	603.2
311.534	605
311.926	612.8
312.319	608.8
312.711	606.2
313.104	619
313.497	606.6
313.889	637.6
314.282	621.8
314.675	632.2
315.068	605.2
315.461	605.4
315.854	635.6
316.247	614.8
316.64	606.4
317.033	603
317.405	615.6
317.798	604.8
318.192	609.4
318.585	599
318.979	611.2
319.372	603.8
319.766	602.4
320.16	619.8
320.553	616.8
320.947	626
321.341	608.4
321.735	605.6
322.129	590.8
322.523	631.6
322.917	605.6
323.311	620.8
323.705	601.6
324.099	614.8
324.494	616.6
324.888	619.8
325.282	608.2
325.677	616.2
326.071	612.8
326.466	624.4
326.861	607.8
327.255	620.8
327.65	621.8
328.045	621.6
328.44	616
328.835	616.4
329.23	604.8
329.625	626
