#lambda/nm	C1
208.295	532.8
208.67	478
209.045	441.8
209.419	443.2
209.794	605.4
210.169	591
210.544	705.4
210.919	611.8
211.295	598
211.67	611.4
212.045	605
212.421	602.2
212.796	642.2
213.172	602
213.547	598.8
213.923	604.2
214.299	609.4
214.675	614.4
215.051	614.2
215.427	614.8
215.803	622.8
216.179	615.8
216.555	598.8
216.932	622.6
217.308	611.8
217.684	617.6
218.061	616.2
218.438	611.6
218.814	598.2
219.191	603.8
219.568	601.6
219.945	605
220.322	612
220.699	611.6
221.076	618.2
221.453	616.6
221.83	604
222.208	601.4
222.585	606.6
222.962	607.6
223.34	615.6
223.717	609.4
224.095	607.4
224.473	608.4
224.851	607
225.229	599.6
225.607	624.2
225.985	596.8
226.363	607.4
226.741	611.6
227.119	599.2
227.497	612.2
227.876	603.6
228.254	613.6
228.633	618.4
229.011	614
229.39	608
229.769	613
230.148	615.8
230.527	625.4
230.905	601.8
231.284	611.8
231.664	601
232.043	618.6
232.422	616.2
232.801	609.4
233.181	614.8
233.56	603.4
233.94	612.6
234.319	592.2
234.699	606.8
235.079	647
235.458	646.4
235.838	622.6
236.218	601.6
236.598	596.4
236.978	600.8
237.358	606
237.738	600.6
238.119	616
238.499	601.4
238.88	607
239.26	619.2
239.641	599.6
240.021	601.2
240.402	608.4
240.783	610
241.163	604.4
241.544	609.2
241.925	604.2
242.306	620
242.687	617
243.069	614.6
243.45	618.4
243.831	605.8
244.212	607.8
244.594	637.8
244.975	618
245.357	612.2
245.739	598.6
246.12	609.2
246.502	620.8
246.884	600.6
247.266	604
247.648	615.6
248.03	628.6
248.412	620.6
248.794	612.4
249.176	601.6
249.559	617
249.941	599.8
250.323	602.8
250.706	602.8
251.089	598.6
251.471	609.6
251.854	603.6
252.237	601.4
252.62	615.6
253.002	605.4
253.385	614
253.769	615.6
254.152	607.8
254.535	608.8
254.918	598.6
255.301	598.8
255.685	604.4
256.068	598.8
256.452	620.6
256.835	622
257.219	606.4
257.603	620.6
257.986	597
258.37	615.6
258.754	600.8
259.138	603.2
259.522	613
259.906	597.2
260.29	603.2
260.675	601.6
261.059	603.4
261.443	602.6
261.828	617
262.212	612
262.597	600.4
262.981	595.4
263.366	613.4
263.751	604
264.136	598.2
264.521	601.4
264.906	597.6
265.291	608.6
265.676	597.6
266.061	616.4
266.446	613.2
266.831	599.8
267.217	623.4
267.602	606.2
267.987	603.8
268.373	597
268.759	608.6
269.144	609.4
269.53	602.6
269.916	603.4
270.302	601.2
270.688	607.2
271.074	609.2
271.46	626.6
271.846	635.4
272.232	605
272.618	599.8
273.004	610.6
273.391	620.4
273.777	619.2
274.164	621.8
274.55	626.8
274.937	619
275.324	603.8
275.71	611
276.097	615.6
276.484	601
276.871	607.2
277.258	621
277.645	599
278.032	612.4
278.419	603.8
278.807	613.6
279.194	599
279.581	599.2
279.969	609
280.356	611.8
280.744	606.8
281.131	630.4
281.519	614.2
281.907	604.4
282.295	603
282.682	624.2
283.07	613.2
283.458	607.8
283.846	620.8
284.235	619
284.623	615
285.011	602.2
285.399	605.8
285.788	609
286.176	602.6
286.565	615
286.953	597.2
287.342	610.2
287.731	603.4
288.119	602.2
288.508	607
288.897	608
289.286	594.8
289.675	604.6
290.064	616.6
290.453	608.2
290.821	604.6
291.21	628.2
291.599	597.6
291.989	603
292.378	610
292.768	623.8
293.157	619.2
293.547	619.2
293.936	607.8
294.326	596.2
294.716	613.6
295.106	608.2
295.496	611.6
295.886	612
296.276	615.4
296.666	606.8
297.056	600.8
297.446	597.2
297.836	629
298.227	603
298.617	610.6
299.008	623
299.398	609.8
299.789	600.4
300.179	617
300.57	623.4
300.961	606
301.352	607.8
301.742	620
302.133	605.6
302.524	606.6
302.915	611.8
303.307	604.4
303.698	617.8
304.089	614.8
304.48	608.2
304.872	613.8
305.263	603
305.655	603
306.046	618.2
306.438	607.6
306.829	601.6
307.221	623
307.613	608.6
308.005	619.6
308.397	623.6
308.789	632
309.181	634
309.573	624.8
309.965	619.4
310.357	606.2
310.749	622.4
311.142	608
311.534	601.8
311.926	612.8
312.319	606.4
312.711	601.6
313.104	625
313.497	608
313.889	645.6
314.282	624.2
314.675	622.6
315.068	605.6
315.461	612.2
315.854	637.8
316.247	615
316.64	605
317.033	610.4
317.405	621.4
317.798	610.6
318.192	613.2
318.585	600.2
318.979	618.2
319.372	605.2
319.766	599.4
320.16	612
320.553	625.2
320.947	628.4
321.341	614.4
321.735	612
322.129	596.4
322.523	649.6
322.917	608.8
323.311	617.2
323.705	615
324.099	612
324.494	616
324.888	624.8
325.282	606.2
325.677	619.2
326.071	619.6
326.466	623
326.861	610.2
327.255	622.8
327.65	620.2
328.045	621
328.44	619.6
328.835	612.2
329.23	605
329.625	634.4
330.02	607
330.415	631.4
330.81	619.2
331.206	621
331.601	610.2
331.996	613.4
332.37	626.2
332.766	605
333.161	636
333.557	606.4
333.953	609
334.348	907
334.744	608.2
335.14	606.4
335.536	606.2
335.932	611.8
336.328	604.6
336.724	625.6
337.12	605.2
337.516	611.2
337.913	615.4
338.309	620.6
338.705	612.8
339.102	622.2
339.498	605
339.895	628.2
340.291	606.4
340.688	611.8
341.085	603.2
341.481	601.4
341.878	598.2
342.275	615.8
342.672	597.4
343.069	604
343.466	594
343.842	616.2
344.239	601.2
344.636	600.4
345.033	591.8
345.431	594.4
345.828	609.2
346.225	602.6
346.623	640
347.02	601.2
347.418	612.8
347.816	628
348.213	595.2
348.611	611
349.009	607.2
349.407	618
349.805	595
350.203	596.4
350.601	620.4
350.999	605.8
351.397	656.8
351.795	610.2
352.193	613.4
352.57	622.8
352.969	611.4
353.367	598.8
353.766	603
354.164	597.4
354.563	607
354.961	609.4
355.36	597.4
355.759	600.4
356.158	598.6
356.557	589.2
356.956	596.4
357.355	591.4
357.754	611.8
358.153	610.6
358.552	622.8
358.951	595.8
359.35	617.2
359.75	598.2
360.149	597.2
360.527	588.6
360.926	604.2
361.326	601.6
361.726	600.8
362.125	592.6
362.525	609
362.925	599.6
363.325	595.8
363.724	598.6
364.124	600.2
364.524	594.6
364.924	601.6
365.324	606
365.725	582.8
366.125	608
366.525	604.4
366.904	593.6
367.304	594.6
367.705	610
368.105	608.8
368.506	600.4
368.906	604.6
369.307	596.6
369.708	610
370.108	593.4
370.509	615.6
370.91	587
371.311	605.4
371.712	605.2
372.113	601.2
372.514	588.4
372.894	600.2
373.295	598.6
373.696	608.2
374.097	608.6
374.499	631.6
374.9	603.6
375.301	597.8
375.703	600.4
376.105	594.2
376.506	607.6
376.908	598.8
377.309	595.4
377.711	601.8
378.113	595
378.493	603.8
378.895	600.2
379.297	605.8
379.699	589.4
380.102	595.8
380.504	602.2
380.906	601.4
381.308	619.8
381.71	599.6
382.113	599
382.515	602.2
382.918	598.4
383.299	603.2
383.701	616
384.104	599.8
384.507	582.2
384.909	606.2
385.312	590.2
385.715	586.6
386.118	600
386.521	588.2
386.924	607.6
387.327	602
387.709	585.6
388.112	584
388.515	603.8
388.918	606.8
389.322	614.2
389.725	591.8
390.129	619.8
390.532	602.2
390.936	604
391.339	594.6
391.743	591.8
392.125	599.6
392.529	609.6
392.933	616.2
393.337	598.8
393.74	601
394.144	606.8
394.548	599.6
394.953	600.4
395.357	609.6
395.761	600.4
396.144	603.8
396.548	605
396.952	606.2
397.357	599.4
397.761	598.4
398.166	600.6
398.57	595.4
398.975	591.4
399.379	602.6
399.763	649
400.168	599.8
400.572	606.2
400.977	602
401.382	616.8
401.787	603
402.192	613.6
402.597	614.2
403.002	592.6
403.386	612.4
403.791	610.8
404.197	598.4
404.602	600.6
405.007	596.6
405.413	594.4
405.818	603
406.224	602.6
406.608	592.4
407.014	590.8
407.42	621.2
407.825	587
408.231	612.8
408.637	597
409.043	617
409.449	595.8
409.834	599.8
410.24	606.4
410.646	613.2
411.052	610.4
411.458	612.6
411.865	615.6
412.271	613.2
412.677	598.8
413.062	603
413.469	592.2
413.875	622.6
414.282	613.2
414.689	605.8
415.095	609.4
415.502	603.6
415.888	598
416.294	597.2
416.701	643.4
417.108	592
417.515	601.6
417.923	599.6
418.33	619
418.715	611.4
419.123	607.4
419.53	602.4
419.937	597.8
420.345	618.4
420.752	604.8
421.16	619.4
421.546	603.4
421.953	611.2
422.361	593.6
422.769	608.6
423.177	596
423.585	628.8
423.992	616.8
424.379	615.4
424.787	603.4
425.195	622
425.603	607.2
426.011	616.6
426.419	623.2
426.806	617.8
427.214	612.2
427.623	614.4
428.031	619.4
428.44	600
428.848	614.4
429.235	616.4
429.644	609.4
430.053	600.8
430.461	620.2
430.87	633
431.279	629.8
431.666	608
432.075	618.6
432.484	631.2
432.893	618
433.302	634.6
433.711	663.2
434.099	628.6
434.508	626.6
434.918	625
435.327	646.8
435.737	647.2
436.125	652
436.534	646.2
436.944	648.4
437.353	666.4
437.763	688.2
438.173	659.2
438.561	677
438.971	668.8
439.381	670.6
439.791	683
440.201	655.6
440.589	683.6
440.999	692.8
441.409	698.8
441.819	680.4
442.23	707.2
442.619	705
443.029	711.4
443.439	703.8
443.85	722.2
444.26	730.8
444.649	719
445.06	710
445.471	711.6
445.881	716.2
446.292	728.4
446.682	745.6
447.092	722.8
447.503	767
447.914	736.4
448.325	733.6
448.715	737
449.126	731.8
449.537	742.2
449.948	738
450.338	743.4
450.75	732.2
451.161	734.2
451.572	748.8
451.984	734
452.374	734.4
452.786	740.6
453.197	752.8
453.609	748.2
453.999	723.6
454.411	738
454.823	757.4
455.235	758.2
455.647	741.6
456.037	754
456.449	737
456.862	741
457.274	745.4
457.665	737.2
458.077	756.6
458.489	774.8
458.902	751
459.293	746.6
459.705	752
460.118	758.2
460.53	752.4
460.921	749.2
461.334	750
461.747	745.4
462.16	749.2
462.551	751
462.964	759.4
463.377	744.8
463.79	748.6
464.182	754.2
464.595	739.8
465.008	760
465.421	753.2
465.813	750.8
466.226	760.6
466.64	750.4
467.053	791.6
467.445	753.4
467.859	774.4
468.272	751.2
468.686	767.4
469.078	754.2
469.492	744.8
469.906	760.2
470.298	754.6
470.712	748
471.126	796.6
471.54	745
471.933	741.8
472.347	748.2
472.761	732
473.175	744.8
473.568	749.2
473.982	737.6
474.397	753.2
474.79	743.8
475.204	746.8
475.619	741.8
476.033	752
476.426	747.2
476.841	735.4
477.256	771.4
477.649	741.4
478.064	736.8
478.479	738.8
478.872	740
479.287	727.4
479.702	729.8
480.118	740
480.511	741.4
480.927	744.8
481.342	733.2
481.736	741.4
482.151	728.8
482.566	752.8
482.96	738
483.376	751.6
483.792	727.2
484.186	734.6
484.602	730.6
485.017	733
485.412	731.6
485.827	730.4
486.243	733.6
486.638	749.4
487.054	740.8
487.47	743.8
487.865	724.2
488.281	714.4
488.697	716.4
489.092	729.2
489.508	717.8
489.925	735.8
490.32	718.6
490.736	727.6
491.153	722.6
491.548	717.6
